title,url,publish_date,source,category,title_clean,vader_score,vader_label
"Kalau Rupiah Hari Ini Melemah, Harap Dimaklumi - CNBC Indonesia",https://news.google.com/rss/articles/CBMiqwFBVV95cUxNTEc4R3cxaVNWUjJOOTZjMG9mQThycTdNd0JmRHVlRVZtODduZlg1OXUtay1ycHNHVk9WbmotUVpsRDJOWlR2TkNWVkp2TGw4VFlVUk9LYkVBMFlkbTJldzNqQ3R6ZmdLd2dWakhYNmVhenFWV1N2QVhtTlVqVmtxTW1ET0d0eHJBa0J6bHJrcXNzRGwzZlFKR0FRWGgyNXZXU0JlOHFzZkZPMm8?oc=5,2020-04-16,CNBC Indonesia,Ekonomi,kalau rupiah hari melemah harap dimaklumi cnbc indonesia,0.0,neutral
Fungsi Emas Sebagai Aset Lindung Nilai - bareksa.com,https://news.google.com/rss/articles/CBMilgFBVV95cUxQVUZ2bGx3Y3dDcFVnT041R2oxaHVDdEgtd3pSNDBZcFVOc1lYYi05R05BeDQ4UnlJbUFQbmViaHVTaXBhWFBPOF9McEZFeGlMQlBSdEE1OEZ4eGdjNlpMd2cwTV9BbFp2d21zZE1yZXFZM0hYSFRqZWRJTGxpeXdjd0t3LUpzYWxlTzhVVDVHN2RFV1cwTFE?oc=5,2020-09-07,bareksa.com,Ekonomi,fungsi emas aset lindung nilai bareksacom,0.0,neutral
"Ketidakpastian Masih Tinggi, BI Diprediksi Tahan Suku Bunga di 4% - SINDOnews Ekbis",https://news.google.com/rss/articles/CBMiugFBVV95cUxNYUQ1cEpzV1lVM0t1ekdaNmdIck5oYkxYWUo2VGhQMjRCdl9mUlkyN0ZyYS0zX0JRbmtDaHJVYjVJdWlUM3dlbWkzT21taTYzZWhZTjA2cjF1Nk11NjJ2V3BPZExhQlI4SG9CbHNZTV9TZW9rbFRjOC04MmNPZFFIbEI5Vmh6aDVpS0xXUHhvaTRhZXNILU1JNW1vbTB3b2NpWV9lZGl4NVByeEFFc2hEQzg2VWtnUUVyamfSAb8BQVVfeXFMUFZnSXdYblE1QVdCVW5ETUstNi1wNEM2dEhfWXV3UHFwOWR6RmpDY1lNUmI2TTRSZUxZMmhBOGhQSmREbXBMLUZHUzhHLXNDbWRHY1FtUncyVzNFbUlGWm1YdUlDak85R2dvaWxkakFTSzBYejdFX19UUlp2S1UxNU56aGl3azY5TUhfYWlhMmhYbDlVLUlDcnByTThQSjdseE1pRVV5WWwxeV8tVGtrVzNMU3hnVVdKaHdMWnBIR2M?oc=5,2020-10-13,SINDOnews Ekbis,Ekonomi,ketidakpastian tinggi bi diprediksi tahan suku bunga sindonews ekbis,0.0,neutral
"Rupiah Siap Menguat Tajam, Tapi Ada Syaratnya - CNBC Indonesia",https://news.google.com/rss/articles/CBMiqgFBVV95cUxPVE5GeThaOTFaNUl0enhjdUZKbkNJc0JiVHkxN1RTWnpGMGtkQW40TTlFVk51dDhBRl83M0hlbDFPVkJ1Z1pIWVoyX3pRQWs0LWYwSTY4a0J2d3gyQmpRc1RNUmlkY1d0UHkwd0RSVTV1NDhsTlAycktwZ3dBbk9oaHRNNGlwYVRYQVdUUVI1UlFDQ196RVVVYno4VGtwX2RnRE1Bb2FQZUxQdw?oc=5,2020-05-20,CNBC Indonesia,Ekonomi,rupiah siap menguat tajam ada syaratnya cnbc indonesia,0.0,neutral
Dampak Revisi Prospek Surat Utang Bagi Pasar Obligasi RI - CNBC Indonesia,https://news.google.com/rss/articles/CBMiugFBVV95cUxPc29OM3M3bk5QWEhmU1pyR2pHd0tuM2F5bXhVSXcxLVRjOUFpRjdiQ0x6bHpNLXVIQnh3RUxmd005b0RtbTIzemlldWFMcURGaHRjVlFSXy1RbW1MbkVtWlhMVjg4QzhZWTBTR1N1RktRckdCZTJYYW0wZmN3VGRwMjBQa21QanQ4Vy1FNGpYdVU1SWlmUXo3QWNzc180TUNDNS1ucmJtbDJyQmMyVHJmd2JMT2ZmcmlwUmc?oc=5,2020-04-20,CNBC Indonesia,Ekonomi,dampak revisi prospek surat utang pasar obligasi ri cnbc indonesia,0.0,neutral
"Digoyang Corona, Bank Mulai Atur Cicilan dan Pangkas Bunga Kredit - detikFinance",https://news.google.com/rss/articles/CBMirAFBVV95cUxPLWxZRDRYRGUteEdMcDh3UU5kcWltOFZ0SGczbE0wN3MycHpNdS1CS1BJOUllbzZzMkZKTmtPZmNkVlJ6eGQ2T21Pb29VWDVIcm9TRnVoUV9pSzh2bnVFLTBLWkRJNHI1WFVOS1FFSGhJaFlGNkdYUWJIUnZwMlJGMUU2SEI3cXh4V1ltZlJsY01fam1kNDdUSWQtc1pmN3BDckUtaDBPMzFoMWZQ?oc=5,2020-03-24,detikFinance,Ekonomi,digoyang corona bank mulai atur cicilan pangkas bunga kredit detikfinance,0.0,neutral
Ini Kritik Atas Kebijakan Penempatan Uang Negara di Bank BUMN - Bisnis.com,https://news.google.com/rss/articles/CBMitgFBVV95cUxQUW9XNGlxSlhURV9xS1lBOUQzaDlReUdLQ1NlNTVBeElncXBDQVRWRkFqdi0xLU9oTnppVk0zNTVJc2x5UE44R1d6QlJNNTJCMWxDb2JPM0JIMmhCdWRjaXN6SjlSS0RZOHBGd294Yk5WMDF2SXdpaUxvOHdJejZfMEZoSDRRalowU09KcGxsWWV1OFlQVTVOYWxKd2RjMW4zWFFrRlpka3MxRzk5V2FxNzBXOFJYZw?oc=5,2020-06-26,Bisnis.com,Ekonomi,kritik atas kebijakan penempatan uang negara bank bumn bisniscom,0.0,neutral
BPR Tawarkan Bunga Deposito Hingga 8% - investor.id,https://news.google.com/rss/articles/CBMie0FVX3lxTE9tNnFVME5DbGdKREozRS1kTDQwRlIyTzBfMXYwNWdJbEVnS2c3a0dWNEdYQWxRbllLanNoUkdYa252UUY3WFFTajVjYWFmSE90SVVpZjFuMTZNbVU5WjJIUm93ajJzdlQzcnFDb19halBIa3ZVS1l3LWt3TQ?oc=5,2020-06-03,investor.id,Ekonomi,bpr tawarkan bunga deposito hingga investorid,0.0,neutral
Sistem Perbankan Tak Luput Jadi Kajian Bahtsul Masail NU Jatim - NU Online,https://news.google.com/rss/articles/CBMimgFBVV95cUxQazRjU0VoV3h6R3NLd0FaS3BoekhhSmQtVGU2T2lSZjF6OUxUaEFTWm1qX2JoQlJLSF9iWkdMTzBiREd1NVpxVnF5XzlMaTdVU0RtaWFkSW5rUnRjZFNka3R6WXRDdzhMRDhwQjZtbVRWMGtuZXR1bjdHNlZiTGJ6MU4zZmZRS1h0NzZNRVVScVNKM2ZMV29aeURR0gGfAUFVX3lxTFBoSWZ6RHg0WjVyWG00Q1VTb1Npb3h3R20ycWZRUXNxQ3ZDOUotc0I5bHdyMGdmNWxqNnZYWXk0ajNXTm9CRnVzdHJJdGRmSnBDT2VnMElOLWhpc0xUbWZYSzFkcG5QTjh4NzBZNnpyVTFxalp5a2FMaXZMMXVZVm0zY2RGX3hLaXFLZHF5eGFDcDJfcTdncDRaMGNTTU9EWQ?oc=5,2020-02-29,NU Online,Ekonomi,sistem perbankan tak luput jadi kajian bahtsul masail nu jatim nu online,0.0,neutral
Mengintip Kisaran Bunga KPR Bank Mandiri yang Bakal Turun Mei 2020 - viva.co.id,https://news.google.com/rss/articles/CBMipgFBVV95cUxQSEJvMndHOUxTeTJaX0xqWVdxdjN0V0MxYWZzdTJ2RWRKMjJPUWtjQkEtRUFCQWlibF90OXhuaVh2UktnYmtLVEdZZ1lQZmNoRUlWYXgxWklZc1ZtT3UzZmhPSUUxZk9jWHhDbzNTa2hNbE9VVjR5d1BYWXVvaE1XQUhGQTNibThac0dvNzMxM0MwMG9qWHpQdmhWdmNvQjlmM2hRZFFB0gGrAUFVX3lxTE1sRUU4aFNKUjYyTmlHM292Nk5Na29HNXRyU2pKSkNWajg4UE5WRkdqTnp3VkR6VkZWZ2ZVcFdFQkQ5WGhkQk10aWZPYUFNZ25RZGVtWjVBQ0sxM2FKcmMtSTR0V2lmanpLVmFnZEpFVU9RUjZfZ0hmU0F0MElMSDUxc0huU0g5cnN4eUxnN1QzT3NiV2xVR1l0azVTSWYwbV9YVXdnWG5ScWRMcw?oc=5,2020-02-28,viva.co.id,Ekonomi,mengintip kisaran bunga kpr bank mandiri bakal turun mei vivacoid,0.0,neutral
Penurunan Suku Bunga BI Bakal Bikin Rupiah Melempem? - Liputan6.com,https://news.google.com/rss/articles/CBMinAFBVV95cUxOSm5MNEplT3ZrN0FGeTJoS3NzT203dmxBVTA4WEM0eFU5MlloVWh2blpmWktiaElsanlMcEhpejdCWnBoVExaTWQ2WHBtRXNuNXQzVVRMaUlUMFZaalFtdnlBUVZ2X0dNQVlSUjg2U1puVDUtTldhV2psOEkwTWVQTUNZMVUxSGtyY1JrbXdoLVI1NzdzU21ERUx0ZEnSAZIBQVVfeXFMTmJ3T2ZKX1FvVVN4NW9zb0g1OWZlQVMtZktnNmsxWXRQcUkyOXVJS2RwZjN4VFlva3JCQm1PVUFKSGhGYldBWWNKRzNOUzA1enYxNnFkTnpCMFBPXzhuOHg0OWVXNmNJUU4xZkR0LVpoWGtRTDNZUm0tRDMyTU5pc1lONUhQVkZDSkg0alhmQjBfVkE?oc=5,2020-08-21,Liputan6.com,Ekonomi,penurunan suku bunga bi bakal bikin rupiah melempem liputancom,0.0,neutral
Beda Peran Bank Sentral di Berbagai Negara - Katadata.co.id,https://news.google.com/rss/articles/CBMilAFBVV95cUxPOGw5ZUVBZlFpa1hZV25kNVl3em9iaW9CTTZpR2RXdXNfTjZtazNOM3JSRFhDb2poTVdfY2NJN2Y2VVlmbGo5UHpVN1UySXFFUktWN29Vd016QlpuUFh2YXp2bVh3bTBSVHNyLVBjMHdwWWNGUjA4VjQ0TWZwWHU0UndSQ041M1dTY29vM3RFR1FIYnNJ0gGaAUFVX3lxTE9YVDRJMlNFb2xDTjFUOUxEOXd6OEJCUWI5eDRnMi02ckhreEhESG84SzhmbjNJbW9ZY1hkMl9xOFRfbGdmMnJqMXZKd0pReHdNLXlNSUdjaW1EYkpsQ2hWeW40d3NTcHQ3T2RMSl8xaTRjTHBEdGNwN05QNERBZTBWT3AzWUFSRXJBeS1sVlA2Rlp5blpWVVZkcXc?oc=5,2020-09-22,Katadata.co.id,Ekonomi,beda peran bank sentral berbagai negara katadatacoid,0.0,neutral
"BI 'Turun Tangan', Rupiah Menguat Setelah 9 Hari Babak Belur - CNBC Indonesia",https://news.google.com/rss/articles/CBMiuwFBVV95cUxOZVdMczJFaldVc0R3T2luaXFBdnpUTEx2SW50TTdiZUxpSmRiaXJnUW9BMG94V1ljbVZkb0E3eW9vMEM5cEJMbFMzdXp0Sk5UOXFaT3BCZjRiY1BaeU5OWGJ5Zk1FOHctdFZWODRYWVViYU9NX0Q2R2xnZnBFeENxQWdUYW9UaVhaUW5UTDV1MWJwRnAxNDRWaUdSTmlfT2NiZ04wR2lxQl9TSlp4bWJUV0ZFTG05LVNRcWNZ?oc=5,2020-03-02,CNBC Indonesia,Ekonomi,bi turun tangan rupiah menguat hari babak belur cnbc indonesia,0.0,neutral
Nilai tukar rupiah bergerak melemah di tengah beragam sentimen - ANTARA News Sultra,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQV1RGNS1NbG5IOFNmb19zREpHNmVTMURiWkt3OU93NEhBaDRVeldjT0p5M1RpVTdfanhwME03TUN3SFdwRWpFUXVhbHVXZ09uMnVwZDJ1SDdpYnBTVmtmV0ZKb2x3VkN0Y0pjWS1KNEVwZ0k3Sl9KRDBGbHVuSEF6dnVKVndac0dvX0toQUZHNnk3c2M4LTRsa25DRDlzemltcmJiSTdWc1U2Zw?oc=5,2020-11-18,ANTARA News Sultra,Ekonomi,nilai tukar rupiah bergerak melemah tengah beragam sentimen news sultra,0.0,neutral
Kurs Rupiah Hari Ini Bisa Menang Melawan Dollar AS - KONTAN,https://news.google.com/rss/articles/CBMijAFBVV95cUxONEhKb0lLUk9iZGhCcTUyYmJYWGtYVkdSd2s3dlVUS0V0TDlDZGJfa1dqb3lTLWFxYmVwT1JHT2lmVlNHZERNZUtjMExDMTNsdENROGV1cHlnaEkwdnAtUk1Cb1JhakFySGVUY2lfNkxvbndIQUF5YUhNdDFfeUpWeU5ERENkbU1jbGJfVw?oc=5,2020-06-12,KONTAN,Ekonomi,kurs rupiah hari bisa menang melawan dollar as kontan,0.0,neutral
"Menguat, Berikut Kurs Rupiah Hari Ini di 5 Bank - Kompas.com",https://news.google.com/rss/articles/CBMinwFBVV95cUxNaGg4QjZOamZyTXFDSnkyNTRlZzdNU2VlRF9RUWlUNFZyMDRPTDFDM2YxTXF1NmozNDQ0LTNRTGZyRjhBeDJsSm56UkVkRnFYbVBlUm5BTTF4SzlPNnRGaXFUMmU4WTlLb3RxYkJ1MExmR25QWkpXQ0w1NHFOeGZFckZtdl92VmRRalZhRF90a3BDSmZtRDFrOUV1czNoN3M?oc=5,2020-03-24,Kompas.com,Ekonomi,menguat berikut kurs rupiah hari di bank kompascom,0.0,neutral
Hati-hati Rupiah! Indeks Dolar AS Mulai Bangkit dari 'Kubur' - CNBC Indonesia,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPSTdpSkRDNlE2ZzhENERkQnppSjRueFR2WFk4SGJsUHk5azdUTmRNU1JJeTJpZmprTHVKS1ZCUzNnOHpveDlxY19kcDd5dzNLeUtlR1BiUGFKZUVrZUx1azkwZVhtQ0NSbGVuMkU4akd4aGdyMWJrWFJBOGt5eUlwZXRmYkdQTU14Q2xEdVVib1E2OWowNTlGR0NLcDItZVNYUDZrVVk1VUVoQ0VaMFlEQkZWSDBVdkxwRUNB?oc=5,2020-08-11,CNBC Indonesia,Ekonomi,hatihati rupiah indeks dolar as mulai bangkit kubur cnbc indonesia,0.0,neutral
Rupiah berpeluang menguat seiring pembukaan ekonomi - ANTARA News,https://news.google.com/rss/articles/CBMimAFBVV95cUxQTDJydENCVDNXeXRqLUhZekdxVFNQQXhVY3paOUJXTXpzSkdySEJiakJzckxVU2FmTm9yeVRrTVA3MnQzbkxfeTZVYnNRYi1tSmdEa1JKd0ZaQlhTXzJpeUtodVRvRGZqOWlTcnYyUk9lMUZjN1l6bkM5bUtNY3d4T3pzY2RobkdiR2o0N2cwS2I0bkJVU0QwX9IBngFBVV95cUxPLVRRdnZ2SXNhczhDLTlSbHltckNzMV85WGtDQ0lKUjg5YjRpNDJvSXZsQUJWLUFaWGo2Y2lucEROMFBJdnplMXcxT3dTTURWMllKX0hQbzR4N0ExTnd0dlk5T19kallsb29uYU9GSV8tSnNSNXlNN1FCbkVvOUhHYWdDYWtIMFdSNVQxYmxDeWpLcFhPbVI4b3BKRzc1Zw?oc=5,2020-06-09,ANTARA News,Ekonomi,rupiah berpeluang menguat seiring pembukaan ekonomi news,0.0,neutral
"Rupiah bisa menguat dalam jangka pendek, jangka panjang dolar AS yang bakal perkasa - kontan.co.id",https://news.google.com/rss/articles/CBMiugFBVV95cUxNUUxUUVNvZWlZWnl6TmhLSElCSVE5WkItSnp5b0wwN3E0YlhNTzRzWkxLdkR1TmJScHVoWTlYZnduNDBNZlBPaUJUdHE0WEduRFBIdHJzV0VtS1BoNVdYbFJKUnIwSDhuQWF0QW9BeW9aRXR0MHIzSmY3b1BnOVRjeVlxbk9yaERxSjBUTkVUNzNLNE9IbTQ0N3lMTkJwRUR5VS1maXF1ZzJZcEdlTUpYZXNpb0xlc0pHRmfSAbIBQVVfeXFMTnExYUNtbXNQWUNtQWowS0hvUlcweUpZVHJ1TTJETmtTcWtBWVlCQ3JlbVJiRmJFYlA2UzJyQzZZVUphYmhNaFZucXV4VV8xenA2aXNiMFhMX3RiN2RlYUZZWmdKSnlsMF9xbzVRRlYxdzNlbHg4MUw1TTRIS29jeEh4YnV3RmdNQWFfamZfZ3RkVEtwNnEzNEVoMjhyRk5WVk5RdGJUWFhackotSzJjc25uZw?oc=5,2020-11-08,kontan.co.id,Ekonomi,rupiah menguat jangka pendek jangka panjang dolar as bakal perkasa kontancoid,0.0,neutral
Makin Kuat Sinyal Rupiah Bakal ke Bawah Rp 14.000/US$ - CNBC Indonesia,https://news.google.com/rss/articles/CBMitAFBVV95cUxNUkwwQndoVkVnWEFJMWQ2RzZXdGtPbURFeFFLeGJrYkE2YmNxVDBObFFHZXRuQ1FVTnlpRlZOMDltRG0wd3daLVRfQmFXZnZmNW4xQy14MzNwT0ZpYkVLUEl2bkRPN0F6djhOcDJDOXVYelZHNHpEM053U1JaUUFYSk5UTHc0ejlGdVY5U1Nsbnh2c0Z5WFNIU05lN0N3Z3N6d3RWSFRUVWRhdG50T0loeWEyUGI?oc=5,2020-06-03,CNBC Indonesia,Ekonomi,makin kuat sinyal rupiah bakal bawah rp us cnbc indonesia,0.0,neutral
Kurs Rupiah masih berpeluang menguat seiring pembukaan ekonomi - ANTARA News Papua,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQMUNkR2xsMndZWE5WUTduMk5VM2FXNXN0VTdrNFFkTE5oRWN4NDQxNEV0OTdMblFBY3A5ZVZwQm1nODhQTXdWS0Q2dEpBNmlaYWJqWVJvOTJWeVl2amw0RFJENUhubXlZdnZ1X2ZUOEZVcWVfQUNSR1RPdWROaU96REY0WV9iVVd3S2lRUmZ4ekpoQXZyc3kyUHNEa3dpd1dUc3QxZmhLdmE?oc=5,2020-06-09,ANTARA News Papua,Ekonomi,kurs rupiah berpeluang menguat seiring pembukaan ekonomi news papua,0.0,neutral
"Dag-Dig-Dug-Der Tunggu Data PDB, Mampukah Rupiah Menguat? - CNBC Indonesia",https://news.google.com/rss/articles/CBMiuAFBVV95cUxQTzh6NFB3UG1fUkhKb0w0Y1l4UlJRMXh6eEFRakF1UktUelAtYmZZVV9mVGpHY3AwUnJ0d0RDNUlaTHN4VDNtN2JXU1Vsb2dWbjVpMFFWMEw2U0ljMjVNa2pTT3F6d0VjaWdYcGxTTk1lYjBiY2tuZXVpZGtoQ3NCX3pNeG1XUmxQSEZOc3RTazlTZHBtQVNPekN1YVNhdTlLQXJSTHY0N1oyY3FUWDF2M2xiT1lGNUhF?oc=5,2020-08-05,CNBC Indonesia,Ekonomi,dagdigdugder tunggu data pdb mampukah rupiah menguat cnbc indonesia,0.0,neutral
"Mata Uang Asia Menguat, Rupiah Kok Loyo? - CNBC Indonesia",https://news.google.com/rss/articles/CBMiogFBVV95cUxOWFRfTTFxR2pnbmc2WmJNbHJzelBhREJybzF1b0p2SVRpN3ZoOF9qdFhSVU94MEJZdndxTVpPbWZMOVpaRTM2YmR0WWtmLWs0c3UwelBsVXp4NjlrU3pCbUgxd3F3YkgtS1lYTVNraDZGVkwzOWREUzFCYUxWRmxxMEVQcXpnT250VDFwdWxUclQ1Zy1Ic3kxX0RZNTEwbEpKWXc?oc=5,2020-08-04,CNBC Indonesia,Ekonomi,mata uang asia menguat rupiah kok loyo cnbc indonesia,0.0,neutral
"Dolar AS Unjuk Gigi, Rupiah Melemah Lagi - CNBC Indonesia",https://news.google.com/rss/articles/CBMiowFBVV95cUxPa212R3hYS0NHLTViOGdVZ1FseEgyYW1FWWowcnZ6RUNFa2lHa1Y2aEQ2TWQ3b3ZBNVN6Z2kwSWozUHFKMFBtSUxOdTRYc1NkVGZjYTlkVEdGZTllRHdhUnNSRjZsWTRMR2pVMVNQTGVtZUF5cFJOR01XTW53QXhuUTBjemlpQ2xabm5wdkg3ZzVwZHptLTljcm9ycjZJYUczdXc0?oc=5,2020-02-19,CNBC Indonesia,Ekonomi,dolar as unjuk gigi rupiah melemah cnbc indonesia,0.0,neutral
"Jika tak Ada Aral Melintang, Rupiah Akan Cetak Quattrick - CNBC Indonesia",https://news.google.com/rss/articles/CBMiuAFBVV95cUxQcXlrWWRxbHhUVTdoTjR4ck1oVVMzUmxoX3pnR1lBOWEzcUdaaDVmWTJRdWpwbGM3VllaNkJkbnVZVnFrMnpodThFT3l5QzR4T2lQLWNVdEktSHhPRWpIdC1lZGtFQWxuTHpiUEMxelIzSU8wcVFWSU1lTkxzMExLZEUtdFVnU2lDZ0l1UVRsRmdOSWFKbXFrZVJPcXRNSm40bkI0S2ZQNnh4TWN3WmQweWpOVnRJNTg0?oc=5,2020-04-30,CNBC Indonesia,Ekonomi,tak aral melintang rupiah cetak quattrick cnbc indonesia,0.0,neutral
"Rakyat RI Bisa Hidup Normal Lagi, Rupiah Terbaik di Asia! - CNBC Indonesia",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPdFJibkxtV01FY1l1ZGtRZW0wSENkU1NuU2RjTUk5WnJFQnZ0Ui1lOXZpQjdXMm1ZbGdUVzBGZlhqa2toVEt5SkotWjNKb3VnSG12UmpmbzBwNEdKQVJVMmM5NTg5OFU1cFU0MlJHNDJwR2Z5YW45c3JGcDh4N0I1aGE0akhDVUd6N1U4RTNPRmcwUHY3TDdpSzRIUXQxQTdUano4NGs5anNoNXpMLUF5SEFESlQzRUFs?oc=5,2020-05-08,CNBC Indonesia,Ekonomi,rakyat ri hidup normal rupiah terbaik asia cnbc indonesia,0.0,neutral
"Langkah Rupiah ke 13.565/US$ Terbuka, tapi Tarik Nafas Dulu - CNBC Indonesia",https://news.google.com/rss/articles/CBMiuwFBVV95cUxOR3hmWllud1RJWDJkU1RPUndrSGQ2X1dXN25HcnJKeFdLRERWWWV3RDVZbjkyemZZZkZrblN2U3BsSWh1bHUtbnNjSHp1MTdnOWtOOFoxSVNITTRNSmw1S1BrY3dITDc0NGoxU19JSEw2VXRkZWp3Vl9rdDdWM3lvQU4tUmUtOGxBQ0JLYy1VSUhua05ZR0VlRy1VOGFqTk94c0RaT0Z5WW41VF9LNEN4N1pFWWJLRDlMVU40?oc=5,2020-06-08,CNBC Indonesia,Ekonomi,langkah rupiah us terbuka tarik nafas dulu cnbc indonesia,0.0,neutral
"Harga Minyak Dunia Minus, Bagaimana Pengaruh ke Rupiah? - CNBC Indonesia",https://news.google.com/rss/articles/CBMitgFBVV95cUxPYkNOVHBqaTdZZFRTNFFmcnU3QWtqNHB2Z3ZnUGFhRWtNYWdCbVBvOWgxeXdXMGNCVU52RGp2ZkpuT0hmMkJRbElyeVhWanRKckFEUzd3OHZZdC1VTVg2c3BxLVdvT082OVdSM3g5bk9IeUNrMHBBZmJGckNCRzRBQ0hUcGRJVE93TzVFNkh4V3B1bFBWT2xOU3pXZFNvOG5JRFpEZjRTVWkxOGpFODdNcjBWc2ZNUQ?oc=5,2020-04-21,CNBC Indonesia,Ekonomi,harga minyak dunia minus bagaimana pengaruh rupiah cnbc indonesia,0.0,neutral
"Permintaan dolar AS di dalam negeri meningkat, rupiah ditutup melemah - kontan.co.id",https://news.google.com/rss/articles/CBMipgFBVV95cUxQUzZrZHV6ME5XWWowcFB1V1R5eEpJYWwwbnNLS1AzTzV0bWk0Q3JVR2ZNU2QwZWVudDJuUTRidjJLTnN2eEZtUWdQQW0tNk5iUlRhRnpUNDI0YzBXNTRST0xjUHVqdkNQSnZNNVJVRGFmN01sM2dhekcxQy1LakxJaTZhdnM1T1F5ZmNONG1hcEVQcV9HbDBvR2k1MlYxMHJvLUp1dW1B0gGeAUFVX3lxTE4tRGFBVVBlWTRZWEprc1pxaEVmaHBtRzJEdlA4Y0RXd1d1Qm01RlNScnFyMXNNZkI1YTJHdy1kemRYSERzVlNYTjdDM2wzbURBWDgxUGN1SzBaYzN6Zk95czdHcjM1RDNfQ0hETVNpOHdSS0o0RFZyRGI5LU9NNEtGMHZpSjhOZENwSTd3NmhMVkI0aTRqSm9FZFVPXzZn?oc=5,2020-08-26,kontan.co.id,Ekonomi,permintaan dolar as dalam negeri meningkat rupiah ditutup melemah kontancoid,0.0,neutral
"Dolar AS Bangkit, Rupiah & Mata Uang Asia Lainnya Tumbang - CNBC Indonesia",https://news.google.com/rss/articles/CBMitwFBVV95cUxNQVBKLTdTeFVZX3F1VFhWYzVoX1BZZW9RN2RsUXVTT2VkZnBMakh4T0IxLU5idWN4MVhyd1BHLWlXQjczYnF3SVlJQ29rd1BVSWVIR0NYQ1Q1X0k4M2EyM3NJdC10X190d2RtV3VlUDJuM1NPc2tGbXcyN3plRFhZYjZlNWwxay1PYTJYbE56X0hMREthc1NZOHBoclhISG5KbXdRVXhpeWRsLWgwWHZHY1lnaFlvV00?oc=5,2020-12-10,CNBC Indonesia,Ekonomi,dolar as bangkit rupiah mata uang asia lainnya tumbang cnbc indonesia,0.0,neutral
Rupiah menguat - ANTARA News,https://news.google.com/rss/articles/CBMiakFVX3lxTE12em54OWJzc0JzNXlFNVpSNnN0cF9VQldnc0g0Q2dKYjlad0tEQjIwTnJpVU5qV2gtTVotZkVjLS02NDcxVUpjajdfblI3ZGVXNWQ2ZlVIMy04YUZVeWl4SkZuUEl4SE1GaWfSAW9BVV95cUxQLUwwck9ZaG05Q2UwRXpuNElObWNCSW05STMyUGZHS2w3TlJ1X0NiOXZBQlJEamJQSHlRSEM3dWQwQnpmdE1iRXhYbDRoNUstdzk3LWJDUHVINm9PeG93R2JhWHBfNU81aXN6M2VBM3M?oc=5,2020-02-11,ANTARA News,Ekonomi,rupiah menguat news,0.0,neutral
"Harga dolar AS pagi ini, rupiah melemah tipis dari kemarin - kontan.co.id",https://news.google.com/rss/articles/CBMimAFBVV95cUxQdjRhd1JSQ2ZVdGpXZUdvMTVKZFZBRkdud1hUczByZ3VTUU5CT3NMMzUzNmpFQXlzN1hkeXpKTHZWSHJLQWtCV3BzVDVwZXVLTHQzbzZLZXZzaXRMczRXZDllbkdoOXljSklHcmQ5eTVrV0UtZUVoUFZvLVBnamdwMkFYdlFlT2VubXpnOW1Wb3hYTFhYV1FFWtIBkAFBVV95cUxOY0VCTm9UdXA4Ukg4ZFZhVUpoSDhGYjAtQ1h2QlE0Sl83dmJTZXJOOVVEVzR2c1BwdjQ0NDdOenY3Rm1JQVdITWNRZ2RlMVdSTDFneXJGMnpTQ01naF81SG11OE80Q1FFVDk2emJHRy0wQ0JHdjh1RjNtMWpqUnNCdGdlOS0zZWNsWVMyZkk4bnI?oc=5,2020-03-06,kontan.co.id,Ekonomi,harga dolar as pagi rupiah melemah tipis kemarin kontancoid,0.0,neutral
Rupiah menguat tajam seiring terhambatnya pemulihan ekonomi AS - jambi.antaranews.com,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPckJRSmcxaUVnMUIxX0xaWXJucF9BMjNRX3FRTFJJWUNEcW5FOENMcldXZnNobzVkWTBCNHRnY0ZLejhMTktOWVQ3b25sNlM5UlZiQW5PVnZwdVRuZUFCMW9NUXhVak1TTkRZWWdkWC1rR0JaU0czbnl1bmdFWTRmOXpuRndSVVB3N0tRdjJBMmVoYUxsbnlXZXk1TDBnMTBCTDd4bjdseFTSAa4BQVVfeXFMTXFrallBdUk3TXpyV3VjbVN0TTNqRUFucmNlZFVyUUo4OVVLS0ZzZllCaFJXTmd0WTk2UzFPd0JwZ2xBeHJ0M0pfT3dfQlhjcVVTMWhEYS15R3dvZnpDTmJLTFRHWGswWlVSdlM5bHJ3YlVRLWt5dXdhM3JrVXlrdzBPWHdtcW1kNUpKUW05Y2lRa1FfQTVtdjFuRnVXVG1XOTFkY2o4MEpjMmdWWnN3?oc=5,2020-07-27,jambi.antaranews.com,Ekonomi,rupiah menguat tajam seiring terhambatnya pemulihan ekonomi as jambiantaranewscom,0.0,neutral
